sim_id,npv_merchant_eur,npv_pay_as_produced_eur,npv_baseload_eur
689,19456784.23,23770304.27,20554853.44
690,23997264.33,23369665.42,18182222.7
691,19942289.86,22776174.93,16914645.16
692,19006975.2,23340397.32,18921471.6
693,19257834.25,23322114.24,19055190.68
694,18726953.16,22792153.67,18218399.62
695,19878156.44,23170135.61,18697210.88
696,19099754.92,23392539.77,18060406.57
697,19463346.44,23775253.36,17628024.97
698,18772405.09,23448434.05,18226478.67
699,22436063.79,23592582.57,19313211.48
700,14649015.66,23796761.36,21123053.47
701,25104238.55,23609177.1,17425400.48
702,18068066.38,23555716.8,19528092.44
703,26987297.72,24085403.37,16843102.99
704,21389600.72,23263614.99,18090064.11
705,19881475.53,23037283.32,17600834.45
706,18921099.76,23642223.32,18759565.26
707,22248515.37,23672183.55,19256323.55
708,18439535.33,23596864.48,19620401.61
709,18751854.18,22952790.78,18419818.68
710,20006374.63,23443655.81,19134456.94
711,18300803.75,23709531.71,18576850.02
712,22563789.8,23495005.61,17583030.56
713,23269500.79,23653807.79,18468974.24
714,19793818.2,23002401.21,18257724.31
715,22618538.05,23643034.5,16705601.37
716,15647975.83,23244461.92,19797244.18
717,18208900.01,23571240.39,19746227.02
718,21849408.13,23019956.11,16992056.27
719,19749218.47,23076810.01,18097537.75
720,20040987.32,23089988.55,19248920.29
721,22937251.53,24343483.74,18359074.33
722,21670760.74,22999051.51,18464316.37
723,18686344.0,22749336.48,18195067.52
724,21168450.43,23977855.63,20252414.41
725,19340739.45,23947088.1,20488529.06
726,20054471.34,23248357.71,18377281.22
727,18527067.98,23384385.92,18168941.68
728,21108048.05,23584006.83,18267571.52
729,20537839.23,23865250.17,17864919.41
730,22856336.87,23870461.2,18503931.05
731,25553999.91,23788011.55,17262698.91
732,18361786.79,23803974.5,20361662.37
733,19823284.32,23770935.23,19261123.23
734,16946287.26,23908631.65,19053270.86
735,19157931.47,23079374.67,18653013.28
736,21692285.48,23020679.14,18077585.29
737,18975725.21,23452328.55,18612005.32
738,19226491.27,23543231.5,19236711.74
739,20363958.02,22814139.74,17058488.51
740,16010991.44,22978270.73,18413859.78
741,22162005.22,23336588.51,18397439.23
742,13150251.96,23264439.06,20131134.31
743,17254359.3,23134418.59,17987775.54
744,19693480.07,22548520.42,16651739.96
745,17141178.98,23620291.22,20120167.11
746,18285060.49,22488486.09,17589017.09
747,13750236.09,23515316.13,20416437.22
748,23177242.09,22998981.28,16839941.17
749,21051306.79,23018694.5,18338276.98
750,12018454.07,23381459.93,21407674.69
751,21558868.71,23724700.18,20030022.94
752,18505312.97,23621683.1,20498746.0
753,22193092.67,23304648.97,19032189.62
754,19964538.78,23966518.58,20217090.73
755,20410390.62,22699921.13,16874380.18
756,20093611.75,22632514.31,16049068.82
757,23129195.79,22826171.62,16389198.72
758,18740803.24,23529981.27,18622497.93
759,16079954.08,24276959.46,19931635.38
760,23326211.89,24388041.72,19040132.21
761,18175087.34,23232714.65,19844612.96
762,18840634.48,23942274.3,19385205.78
763,23062459.29,23756690.93,18431685.18
764,24516489.7,22904824.23,17350103.34
765,19471930.34,23123337.63,17232619.99
766,16350340.72,23348455.39,19674871.41
767,19643278.38,23789557.12,19146385.79
768,18841506.5,23546179.15,18425503.88
769,17051223.52,23175181.34,19597767.66
770,17275076.3,23169448.38,19286320.74
771,22462398.34,23380502.31,16563344.11
772,20029013.29,23359284.91,18584985.04
773,22908996.24,24222817.41,17955773.62
774,20975458.52,23800674.9,17528823.54
775,15819947.6,23095728.61,20331089.87
776,19316601.38,23387097.77,19846957.89
777,14895059.01,23777083.95,21785471.98
778,19242061.4,22841735.77,18525841.65
779,21294064.63,23600278.51,18656207.11
780,22045043.92,23731927.41,18182853.37
781,20740774.7,23872296.97,18138819.51
782,22177635.87,24188740.51,19413210.88
783,22153350.4,24174205.69,19997393.92
784,19637234.49,23895661.93,18946746.46
785,18371373.98,22875384.95,18091303.03
786,16509277.54,22528091.2,19035492.74
787,23187380.49,23294585.07,18116742.33
788,18641584.35,22727224.24,18468219.44
789,20401427.17,23767694.8,19034351.13
790,20282091.97,22815337.53,18451801.36
791,23052827.73,22794393.56,16849021.34
792,17168825.88,23110139.36,19735585.46
793,17144090.98,23081814.26,18408637.59
794,15602066.65,22500720.49,19561166.71
795,23324562.54,23436953.65,18869360.31
796,19111365.49,23763021.08,19828688.9
797,17025748.95,22576318.75,19268328.11
798,16560717.93,22612851.6,18486047.49
799,19452564.13,23312304.14,18442968.11
800,21691930.24,24004375.92,19682859.7
801,24278895.13,23949689.16,17782096.18
802,11849178.72,23988380.54,21403099.97
803,25779030.57,23584009.14,15501533.83
804,13904621.84,23332315.05,21060706.49
805,20828124.16,23890382.16,19154002.85
806,23980104.96,23465012.39,16887502.99
807,18753255.79,23331848.79,20002704.17
808,16870822.64,23187971.22,17958357.44
809,17076162.17,23551791.82,19842264.57
810,16512270.09,22861645.03,19828370.71
811,21493604.98,22907793.58,17741207.4
812,23294751.62,23563815.77,17317061.26
813,18812370.95,22498752.54,18837565.58
814,22249646.05,23678208.97,18006015.65
815,19931541.91,22958042.76,18170489.39
816,18789402.45,23709125.1,19495274.83
817,19553459.14,23091493.73,19339405.1
818,19617860.77,22964416.95,17053683.71
819,23018838.4,23548432.11,17837725.89
820,24271425.87,23461238.56,17975535.46
821,23762620.52,22733950.24,16968538.14
822,16347428.03,22972756.58,18535564.02
823,18306909.19,23088787.64,17847183.53
824,19483088.19,23155501.84,17985151.88
825,16743876.62,23617127.26,19579224.08
826,20786919.83,23796953.8,18627698.19
827,18136162.12,23644691.15,20003683.37
828,21129044.55,23207889.39,15865776.21
829,23107504.33,23369685.43,17284819.31
830,21979261.1,23273548.43,16434306.15
831,15407155.05,23068592.71,19831662.82
832,23303760.44,23909614.93,18753158.47
833,24133577.54,23363206.96,16570899.38
834,17567129.1,22946783.83,19264719.09
835,18260875.44,23360344.1,18252018.88
836,17371320.13,23359378.65,20374917.53
837,19416116.42,23390024.38,19512982.82
838,19801135.47,24105205.32,19935616.87
839,16925971.02,23021657.97,18786562.08
840,18105623.63,23194172.92,18694376.49
841,18712795.99,23037724.22,18413862.93
842,22920215.04,23605413.73,18777722.27
843,16013620.98,23909117.53,21134242.84
844,21112598.71,23176869.1,17556663.22
845,18495877.7,23193021.21,19269204.16
846,15436670.08,22460140.38,19108326.12
847,19078283.22,23347567.77,19468600.14
848,21541226.83,23422758.16,17585102.41
849,20049467.13,23639397.65,18645754.81
850,24831472.39,23898881.07,16541389.88
851,19036286.59,23457083.02,20320832.72
852,20247181.47,23392414.36,19410173.81
853,20228026.06,24459605.25,20449250.87
854,19302861.16,23460843.5,20285177.82
855,21193524.24,23344680.5,18502017.64
856,17224552.59,23352896.61,20537945.47
857,22295292.18,23211398.52,17649206.78
858,22735908.56,22705015.63,16025602.2
859,19577166.79,23845344.57,19186186.13
860,17966328.8,23985203.73,19450338.42
861,22244305.76,23111494.53,17212102.53
862,13830036.52,23058749.86,21525161.3
863,23667346.89,23597810.32,18029812.24
864,20755560.05,22859326.94,17790939.05
865,25631441.13,23313216.04,16999565.21
866,14948985.37,23146737.28,20361471.51
867,21188297.72,23129723.09,18543362.24
868,29132392.91,24173675.98,19051480.04
869,23838660.94,24146326.52,18035051.76
870,18955047.98,22460725.49,19227614.99
871,20085823.97,22993948.19,18507588.59
872,18584003.98,22917950.35,18733668.28
873,16930670.22,23610145.13,20001566.45
874,18267244.1,22794664.98,19084028.94
875,21346576.41,24054699.31,18344002.25
876,18209951.22,23581547.24,19153808.89
877,24469185.09,23982850.96,18777877.11
878,21766894.69,23909779.13,19335142.42
879,19551847.05,23181343.05,19051260.7
880,19258547.62,23426763.42,17799599.06
881,24121351.78,23562393.05,18301824.33
882,20540631.98,22826082.51,17667821.37
883,18376745.86,23407857.32,19651520.35
884,22728220.56,24445114.17,19253471.89
885,17100035.63,23531763.32,19601747.02
886,21070885.6,23372663.18,17767621.85
887,20696061.9,23513340.03,17565737.72
888,23175740.4,23000018.51,17110237.35
889,20618270.25,23492197.8,18925569.61
890,20798764.2,22626099.2,17021845.67
891,25889269.76,23314381.94,15517571.77
892,19001113.83,23632747.28,19379008.84
893,21409043.57,23656070.2,17852709.2
894,20038648.49,22742889.2,18541606.13
895,17310701.35,23074870.48,18962098.53
896,26692520.52,23806853.78,16717473.82
897,17010608.28,23805888.96,19892264.92
898,21249463.42,23256537.22,18841458.0
899,20161982.71,23489648.32,17860662.56
900,17841800.55,23319448.68,20340367.94
901,20568247.78,23464878.98,18970629.47
902,18244211.9,23172957.66,19881135.51
903,17900131.42,22488763.29,17871254.8
904,21123203.06,23351708.55,17823649.7
905,20553989.14,22391311.11,17011462.78
906,16632247.25,23073668.58,19643975.91
907,17532649.89,23142365.83,18665180.18
908,21494412.7,23940970.81,18681395.65
909,19514909.24,22476435.7,17040950.42
910,20606024.51,23497832.73,19280852.72
911,24438878.41,23075947.09,16063212.26
912,19125082.22,23667818.59,19361258.15
913,21545732.17,23581612.15,18145783.76
914,20831435.95,23033276.83,16303186.36
915,19506905.95,23673185.44,19523205.9
916,23022765.69,23858999.66,18200549.16
917,24129204.95,23476283.66,16151515.81
918,23522062.3,23680065.99,18420516.66
919,16785434.06,23206570.9,19714754.07
920,21196226.15,23690565.73,19052595.11
921,24463383.91,23151548.45,15953640.15
922,18575797.83,23285511.99,18447575.05
923,19396312.84,23086626.15,18192606.39
924,20719839.34,23432499.27,18557339.05
925,18241655.59,23183166.38,18695092.79
926,24983925.09,23669113.78,16039316.11
927,23446161.92,23820726.95,18211518.89
928,17582803.66,24653803.52,21256669.35
929,20451860.08,22621766.66,17822160.11
930,20450647.72,23678899.45,17723463.27
931,20159635.19,23388384.26,17979009.48
932,21319751.98,24300317.43,19013066.25
933,17103977.74,23877047.62,19562477.5
934,20620941.15,23095289.02,18515012.13
935,18961167.72,23207068.61,19073160.58
936,22391915.42,23050412.86,18263825.1
937,18912416.25,23447837.13,19149529.57
938,17926772.52,22992215.22,19363803.56
939,21065351.0,23041805.88,18330586.04
940,17076137.61,23729411.06,19332593.55
941,14190099.97,23330791.41,20612715.98
942,25404712.38,23223412.77,15302995.28
943,17599940.95,23738623.91,18206102.7
944,17367735.69,23347022.07,20172765.01
945,15493246.48,23114451.87,21012977.54
946,18135260.14,23723847.58,18722776.73
947,19764312.8,23171174.88,18744985.18
948,22299221.95,23113665.81,18598590.73
949,17546255.35,23234091.95,19111672.89
950,20532886.05,24073516.83,18571649.41
951,21073331.05,23971463.66,18220544.19
952,18289540.01,22843902.56,18910069.03
953,18735214.49,23714527.51,18835467.14
954,19968672.14,22845365.71,18307363.45
955,20678092.31,24039010.21,19802217.71
956,17776804.17,23063705.03,18658195.48
957,14984797.64,22893943.29,19125864.84
958,19326307.35,23582397.55,18340546.57
959,15095576.06,23794647.5,20117492.17
960,24811902.93,22772042.84,15631074.71
961,20935117.8,22906343.0,16617773.33
962,18760238.63,23585314.04,18768721.47
963,14887688.25,23154033.01,20459171.68
964,18907276.88,23636305.33,18973568.35
965,18535338.86,23540091.11,18873711.55
966,18697485.28,23847193.4,17804045.69
967,15116662.52,23333638.18,20768943.4
968,15289123.85,23283738.78,19727553.13
969,19744846.34,23464206.41,19100488.39
970,17511814.5,24003085.25,19588578.37
971,15308160.98,23093264.13,20563782.06
972,21753153.17,23308237.43,17713490.71
973,22607885.85,24180295.73,18673542.99
974,18020905.26,23429482.84,18277027.63
975,26222845.36,23125355.92,15325105.74
976,25586901.52,23254335.53,17251541.34
977,21184046.67,23651982.35,17772117.6
978,20582663.03,23862739.42,19181486.75
979,18485398.13,23662474.94,18102782.38
980,19943586.14,23535541.38,19041749.09
981,16685433.53,23140676.44,19608120.99
982,19670648.31,23056323.48,19417864.96
983,18243619.12,22939779.62,19862522.21
984,21434654.24,23516550.14,17258413.02
985,16784092.08,23174754.81,18076414.37
986,20017735.14,24111980.78,19269166.45
987,20042797.54,22353581.99,17794690.96
988,22248608.65,23339758.24,17234458.93
989,19926167.02,23609258.95,19005293.06
990,23152617.65,23552771.18,19401185.35
991,18560908.54,22986436.87,17624647.44
992,21574440.09,23805457.0,19198926.02
993,21427508.99,23683601.26,18081476.02
994,16713665.31,23482207.5,20603749.2
995,14781303.45,23704021.17,19778621.33
996,21504771.68,23815484.64,18796497.6
997,20293100.85,23620711.78,20469052.39
998,22324388.84,23596650.76,18270170.39
999,17838246.84,23488477.42,20298017.96
1000,22424207.7,23009402.91,15736702.52
1001,15615507.66,22887509.49,19266552.64
1002,16622828.91,23239451.62,20181498.58
1003,23699510.25,23863218.24,17161387.31
1004,18243932.13,23547826.34,19425475.78
1005,23699418.86,23875164.02,17583327.14
1006,22998661.39,23655461.53,18652960.9
1007,21462548.41,23279219.44,17530442.28
1008,22513752.1,23110646.46,18184109.29
1009,14189747.8,23062392.23,20757670.98
1010,17733787.47,23318491.57,19672494.5
1011,20984761.43,24126920.92,18392200.86
1012,20357237.15,23944611.57,19229876.38
1013,21792064.31,23875151.85,19050018.24
1014,20378867.95,22879421.15,17951386.22
1015,19023435.71,22870417.72,18205492.0
1016,19768099.56,22853003.84,19453822.24
1017,21334141.9,24080952.14,19003796.92
1018,18118952.83,22944612.14,20509193.25
1019,21975795.28,23397489.92,19246630.7
1020,17486244.04,23443839.35,20289110.71
1021,12417590.4,23790689.7,21845325.3
1022,24019326.17,23866949.07,18855596.93
1023,20249148.26,22637565.63,16819641.96
1024,25547954.01,23495773.39,17878560.23
1025,21497372.31,22579276.78,17350520.01
1026,20204404.11,23131193.6,19126093.06
1027,20357833.54,23815665.07,17986663.37
1028,15696470.59,23718043.83,20136016.2
1029,23087063.58,23134672.59,17290187.29
1030,22228219.07,24885455.82,19536208.19
1031,19423258.95,23650237.95,18969488.0
1032,17672343.8,22142439.58,18125423.65
1033,21823143.62,23633997.17,17639690.81
1034,16621900.96,22956189.38,19750026.26
1035,18048601.13,23688014.49,19896496.56
1036,16180225.89,23583261.77,20631625.16
1037,20890173.86,23302005.14,19296408.76
1038,21408158.25,23521246.87,18687663.02
1039,21730656.8,23976028.22,18812462.53
1040,22265422.88,23833391.17,19778248.65
1041,16941616.11,23618369.89,19502428.64
1042,20861866.07,23869692.57,18427879.43
1043,19406822.96,23230703.91,17523532.43
1044,21733490.76,22722086.42,18397867.69
1045,17441603.16,23726280.23,20366624.82
1046,21229603.75,23765759.14,18052676.09
1047,17858573.07,23606159.51,18767323.88
1048,16882168.43,23423023.73,19148292.31
1049,21304378.35,23250156.67,17602253.08
1050,25057694.89,23388380.47,17780241.1
1051,18331744.37,23409446.01,19018011.04
1052,18838523.8,22480430.67,17819500.67
1053,20702700.55,22161285.92,16215405.75
1054,15923290.22,23210679.3,20654731.02
1055,21553914.93,23521173.02,18673657.08
1056,16001497.39,23239493.06,20504109.12
1057,20285974.26,23446469.31,17982737.82
1058,18258550.41,23684920.34,18712788.19
1059,21331654.27,23677585.85,17611458.67
1060,16036287.12,24230587.02,21874144.4
1061,19476726.98,22705252.4,17870273.57
1062,20136512.72,23189258.48,18767851.54
1063,23045557.9,24410290.07,18520467.85
1064,22545774.16,23718186.94,16841796.34
1065,18602548.24,22991688.34,19423705.65
1066,14252177.36,22715547.84,19456009.98
1067,21297468.0,23123776.47,16500362.56
1068,17196204.69,23258395.07,18752266.22
1069,24305177.75,22799804.4,14751180.61
1070,17662846.18,23078973.87,18155051.69
1071,21802092.23,23036079.27,17810902.74
1072,17188843.83,23595359.34,20114310.34
1073,15203712.57,22684423.75,19859752.36
1074,19885456.95,23493359.95,18956344.94
1075,16339662.21,23165809.48,19747749.83
1076,16790315.94,23166188.44,20192011.63
1077,19003115.19,23573051.38,19059042.37
1078,18979211.76,23700509.21,20312500.24
1079,18414666.6,23208055.62,18949863.47
1080,18974803.84,23025933.74,18398375.1
1081,22313290.91,24131299.3,18347755.85
1082,18894561.39,23755862.11,19460659.77
1083,20791294.62,23940961.86,17828971.21
1084,17704496.68,23773241.14,19938113.84
1085,21228673.46,23593265.72,18525079.66
1086,17402229.72,22693599.11,18670371.13
1087,18762935.85,23084482.22,18809640.46
1088,21620794.74,24049333.33,17690129.26
1089,25415710.0,23162059.15,17026263.69
1090,18191852.24,23170281.37,19223035.38
1091,17512227.05,23575166.55,20098419.49
1092,18971957.13,23118439.95,19581675.63
1093,17885855.32,23161061.63,19830042.57
1094,20581386.79,23236277.66,18480938.92
1095,25704474.51,23287249.56,16009681.64
1096,17116387.87,22760628.55,18674599.09
1097,20855378.91,23271902.07,19177865.86
1098,16246369.16,23271210.59,20238569.93
1099,19395961.08,23244915.18,20099865.14
1100,18567711.92,23922460.32,19576232.16
1101,18649667.9,23488668.94,19913423.07
1102,21054928.85,22697556.96,18209008.13
1103,25027527.57,23573619.63,15994859.19
1104,20438258.68,23471267.88,18953168.79
1105,20234024.68,23798014.66,18016989.99
1106,18708878.38,23344079.79,19458472.78
1107,19410112.7,23360030.87,18629179.02
1108,19830660.18,22730931.99,17814904.25
1109,23421712.91,24230240.32,19538795.76
1110,25830808.01,24295385.57,20670302.1
1111,19827558.62,24016608.99,19319350.97
1112,19667072.56,22880383.86,17310224.98
1113,20397175.0,22918187.97,18020783.59
1114,19707227.41,23852353.11,19577419.43
1115,17818675.58,22816376.54,19137855.95
1116,17093123.91,23248536.31,19530958.7
1117,23388815.64,23519845.12,18290494.84
1118,23353800.29,24064474.83,17609117.49
1119,19136780.57,23676346.65,19523833.18
1120,13079190.9,23613174.9,20771406.49
1121,19227289.34,23983366.72,18789059.6
1122,21267024.41,23686747.46,19904402.47
1123,20571193.1,23489588.49,16674243.59
1124,20652350.4,23628135.84,19443365.22
1125,16922799.64,23172563.05,19286486.89
1126,17939226.08,23545663.74,19322182.16
1127,15369641.28,23275839.62,20906154.41
1128,20423525.56,23154912.11,18889646.05
1129,21275644.29,23228917.69,18241145.4
1130,21370606.98,23215377.76,18197660.78
1131,22346581.87,22908668.97,16659630.96
1132,19677844.33,23272246.48,18167293.73
1133,18774308.22,23700111.45,20088052.69
1134,14215110.53,23232623.85,20218402.53
1135,18748102.88,24073003.36,19493872.62
1136,20491950.84,24049020.72,18669212.47
1137,20061562.27,24009004.95,18962482.39
1138,15850533.3,23700569.34,18679903.38
1139,21114679.72,23230710.67,19193104.59
1140,18740216.42,23270495.94,18420862.24
1141,18722971.87,23784456.68,18998774.96
1142,16837123.85,23447047.51,19362939.49
1143,16600315.23,23114774.8,18468858.88
1144,20554110.59,22970719.22,18695853.09
1145,18678561.34,23954601.98,19576768.16
1146,22443940.63,23592623.57,17727047.15
1147,21621858.98,23394230.54,16054140.43
1148,14462934.83,22687873.46,19469602.81
1149,20881567.66,23213587.08,17969241.57
1150,18490522.04,23243386.31,18737787.16
1151,16044268.27,24161597.77,20881328.11
1152,23342749.7,23591915.31,18086879.88
1153,16883012.4,23521517.69,18953947.19
1154,17453863.86,23074089.84,18944452.69
1155,21391412.34,23500057.85,18510788.54
1156,22605395.66,22885788.33,16168399.09
1157,19816990.58,22980108.76,18569317.18
1158,21172483.09,23044630.35,18014979.26
1159,28040223.19,23807357.8,16043691.15
1160,18785629.55,23416860.79,18157762.49
1161,19490675.15,22872118.12,18216435.13
1162,18834039.08,23101826.42,19025137.96
1163,18656630.7,22539140.83,19415865.36
1164,23240966.37,23723840.26,16808642.27
1165,15218135.27,21770342.96,19198032.0
1166,20060998.03,23527343.18,17851771.87
1167,22784453.18,23686095.07,18785152.87
1168,20286707.06,23660928.59,18404060.35
1169,17557128.78,23358961.12,19998020.87
1170,20430802.5,22383566.55,17015334.72
1171,14303580.93,23227548.84,20937421.94
1172,21473993.81,23581311.63,17837881.46
1173,15483164.99,22931984.16,19840253.63
1174,19373003.33,22721636.51,17682034.0
1175,20909465.13,23848986.93,18109582.52
1176,19327476.46,23185366.7,17655926.56
1177,18587818.1,22939623.59,18378914.35
1178,21045966.51,23105276.74,16113183.33
1179,14872094.21,23104788.66,19624944.39
1180,18927012.9,23297265.54,19145214.58
1181,17968429.22,23361653.41,19167535.36
1182,19132140.83,23641741.13,18898382.78
1183,17266286.97,23321444.81,20192208.08
1184,25709440.43,23545990.21,18572607.57
1185,21590909.73,23484289.15,18053377.98
1186,18313192.31,23451387.94,19219485.18
1187,20169703.01,23432993.77,19508643.94
1188,22721968.11,23577880.88,17988170.43
1189,19671711.65,23643214.25,19505854.93
1190,16674801.26,22806158.48,19878450.22
1191,17450429.96,23737067.14,20636273.62
1192,19399164.84,23931331.17,20406811.79
1193,17305937.69,23571595.41,19298569.5
1194,18919505.64,23263559.58,19040544.88
1195,19234182.14,22826688.87,18526064.98
1196,25668763.92,24186857.76,18225620.02
1197,14720396.7,23092633.57,20041711.39
1198,19654327.77,22791837.0,18538732.43
1199,20939628.42,23634099.31,18511947.73
1200,19183730.14,23511104.0,18259074.77
1201,22738369.85,23537045.28,18498009.9
1202,19413768.57,23117756.05,18222840.49
1203,20253777.01,23499915.12,18694265.08
1204,20406849.2,23567256.08,18448084.11
1205,20203069.46,24161233.0,19710693.34
1206,19380597.46,23340911.52,18796697.3
1207,14540897.99,22999088.95,20521151.78
1208,17956623.68,24117296.12,18803562.14
1209,17300930.94,23849708.52,19244279.44
1210,19718217.9,23243106.66,18229172.35
1211,18040273.36,23110705.0,17909848.84
1212,18424126.92,23892401.28,20602390.15
1213,21453480.3,22949420.05,18536230.23
1214,21515329.31,22663141.82,16771275.84
1215,23791733.79,23939900.32,18749540.79
1216,20305470.51,23450866.63,18292356.71
1217,22344510.81,23993529.27,18989592.08
1218,21831468.49,22950672.11,17455614.04
1219,18106395.07,23779361.06,20267307.22
1220,13539440.53,23514382.03,20932584.39
1221,22083347.01,23910766.17,18834806.13
1222,18665663.73,23354116.05,19790273.02
1223,19080523.08,23628041.72,19205907.29
1224,18328764.3,23837463.61,19629808.23
1225,16520385.45,23527893.57,20102322.31
1226,19142523.72,23287503.19,19928829.17
1227,19222107.05,23491968.14,18836525.89
1228,21417262.39,23613460.07,18370753.37
1229,15141631.81,23732948.43,21103012.05
1230,15288816.15,23258484.94,20077357.14
1231,22243635.31,23067842.29,17752102.1
1232,21117096.75,23005466.11,17258540.64
1233,19668496.78,23430879.84,17574809.61
1234,16443564.68,23599213.83,20143164.03
1235,16836887.28,23134627.24,19483613.86
1236,16479162.86,23447599.26,21160363.64
1237,24032754.38,23437965.6,17106545.89
1238,18642286.49,23708659.59,18846488.74
1239,21316562.16,23051086.16,17693951.36
1240,20984210.18,22829006.57,17816939.84
1241,19316911.31,23726231.44,19116645.28
1242,19319144.05,23448955.47,18222910.81
1243,16147744.83,23227343.31,19224765.55
1244,23228505.78,23725848.08,16966680.8
1245,20373505.59,23610246.27,19056867.81
1246,23311737.46,23997428.82,17049037.37
1247,16683361.81,23155153.97,19397085.41
1248,20623144.31,22991442.39,18226477.62
1249,18622271.24,23731463.17,18685495.17
1250,19797657.46,23788999.63,19720448.24
1251,22949159.13,23283936.55,15570654.7
1252,17360556.95,23309227.9,18975188.33
1253,21656102.87,23822170.95,18639033.45
1254,16359414.7,23054642.72,19069605.75
1255,19259107.61,23242264.58,19342271.76
1256,16754479.17,23029237.49,19341309.54
1257,21021203.53,22704307.37,17327072.53
1258,20767014.78,23397367.93,17865851.47
1259,20725483.07,23435724.26,19197295.01
1260,12025653.24,22862564.54,20939008.81
1261,18375436.56,23114846.59,18545954.66
1262,23768561.05,23433224.66,17415467.52
1263,19083339.29,24043461.9,19147068.82
1264,16416681.64,22992408.63,17958832.88
1265,18658702.89,23119808.9,18993192.0
1266,18863520.47,22921658.08,16917557.66
1267,14851670.95,23472790.39,20475404.77
1268,17678807.09,23510786.68,19593527.96
1269,16449909.36,23023043.55,18863338.18
1270,18261129.9,23457910.27,19467243.53
1271,17368865.67,23508509.61,19378753.24
1272,20210887.98,23608288.69,18828161.75
1273,18096987.26,24140792.13,19794088.04
1274,14393091.08,23292161.22,21215611.98
1275,20732415.79,23416899.9,18745538.23
1276,19368619.82,23796329.6,20291873.9
1277,19499678.59,23196684.57,18303451.59
1278,18357062.0,23350664.05,18524138.52
1279,16012188.14,23623709.18,19753216.53
1280,15536525.67,23052366.05,21264225.15
1281,22478249.01,23417112.85,18197604.56
1282,16550718.4,23800414.63,19035779.34
1283,23377354.55,23912433.92,17742861.83
1284,23210038.84,23677478.38,20109757.3
1285,17456001.91,23313496.2,18905831.57
1286,24426093.37,23015625.21,17705204.08
1287,22479186.79,23227476.96,17769074.69
1288,14813205.07,23868514.86,20121498.94
1289,25391757.93,24070197.34,17427520.81
1290,20542161.63,23585687.81,19429842.98
1291,17824098.56,23494115.55,19912511.91
1292,26175938.77,23380447.26,16329867.36
1293,21987912.74,23124054.25,18442803.39
1294,22784516.0,23012909.23,17513981.51
1295,25436587.92,23346311.29,16570509.55
1296,20675185.74,23891853.58,19687808.54
1297,20943887.49,24482031.99,20419579.2
1298,21839294.05,23455075.22,16608278.25
1299,17534128.62,22871399.48,19615619.28
1300,19317357.73,23970267.01,18994401.78
1301,20038453.42,23432129.34,17985169.41
1302,17350107.59,23053538.48,18314437.48
1303,17504261.46,23521943.17,19463891.96
1304,29412722.75,24430791.88,17529913.82
1305,16919050.72,23824091.71,20255319.99
1306,19579613.42,23459724.68,18699279.79
1307,18856474.78,23743101.12,20075841.1
1308,22309236.18,23541830.45,18163975.4
1309,22989686.8,22841383.41,16759775.65
1310,19570988.04,23147767.13,19769931.72
1311,18590137.34,24237050.25,18736511.88
1312,21611875.35,23461603.41,17957591.15
1313,18330663.46,23765808.02,20069358.47
1314,18132413.23,23652809.41,18356169.58
1315,19963184.11,23159235.26,18173563.72
1316,21515188.63,23641731.46,17551002.8
1317,19185135.19,23463152.26,19557409.26
1318,20926778.94,22848847.94,16932330.28
1319,17504782.52,23269950.05,19086725.23
1320,21339563.19,24457236.11,18924733.59
1321,18476447.68,23603702.38,18519962.63
1322,23486679.35,24107466.89,17862445.64
1323,25023857.77,24169388.06,18530301.18
1324,17980147.3,23235337.8,19749157.91
1325,21717322.56,23510796.84,17963062.52
1326,24285195.6,23725266.54,16593743.08
1327,18796629.56,23691674.52,18387564.52
1328,21348868.02,22927829.62,18740902.57
1329,22560855.65,23890503.99,20741232.95
1330,25917796.12,23620739.12,16372177.99
1331,19805024.14,23268847.66,18290730.49
1332,17221497.47,24717157.34,20808029.36
1333,21129924.97,23848843.24,18963793.19
1334,23802690.04,24004733.71,17129407.88
1335,23355219.48,23261892.93,17114722.0
1336,24448472.54,23769026.74,18090399.53
1337,19038694.77,22838442.62,18330895.87
1338,21654337.54,23660292.23,19408253.84
1339,17772025.33,23464390.51,18763299.83
1340,21443582.5,23993478.51,18398057.86
1341,20466058.48,23217157.28,19308312.05
1342,14542607.75,22609057.68,19382036.66
1343,18697520.23,23404558.17,18253326.1
1344,20823164.7,23809556.31,19352598.85
1345,16253668.86,23375043.49,20006401.99
1346,18054653.89,23381980.52,19663169.95
1347,22070426.99,22716080.26,16680706.23
1348,22406815.92,23863109.37,18955242.03
1349,26041245.49,24086151.48,18514261.25
1350,17054000.49,23926626.98,20818955.85
1351,17600688.33,23220009.41,20172116.31
1352,17954607.73,23538929.81,18643104.39
1353,22187047.47,23596327.0,17074892.36
1354,19723697.96,23434724.53,18859547.29
1355,22741683.04,22877811.48,17262347.01
1356,16724864.67,23900898.18,19764205.74
1357,21097395.35,23171778.04,18296070.82
1358,16544228.81,23449072.54,20210874.12
1359,15237704.93,22841356.12,19843005.57
1360,18488665.67,23012107.63,19109392.9
1361,23163580.13,23630222.87,18345550.01
1362,22010963.15,23958304.86,16296470.89
1363,22771958.55,23855746.67,18172536.93
1364,21203670.84,23711549.37,17657148.81
1365,22011149.52,23174124.83,17242285.46
1366,23347546.59,23612365.15,17058510.3
1367,18404533.98,23125682.84,18432895.65
